"IdReparacion","IdMoto","IdUsuario","Descripcion","Estado","FechaInicio","FechaFin","Total","Fase"
"422","1581","110","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-04 00:00:00","2026-03-07 00:00:00","4623","Cliente informado"
"423","4271","4746","Cambio de aceite y filtro.","Finalizado","2026-03-21 00:00:00","2026-03-25 00:00:00","1375","Entregado"
"424","554","1574","Cambio de aceite y filtro.","Finalizado","2026-03-27 00:00:00","2026-03-28 00:00:00","4552","Cliente informado"
"425","4829","1653","Reparación de suspensión delantera.","Finalizado","2026-03-29 00:00:00","2026-03-30 00:00:00","983","Entregado"
"426","3672","2900","Cambio de llanta trasera.","Finalizado","2026-03-17 00:00:00","2026-03-20 00:00:00","1014","Cliente informado"
"427","4614","416","Diagnóstico de falla de encendido.","Finalizado","2026-03-22 00:00:00","2026-03-26 00:00:00","1557","Entregado"
"428","2051","2867","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-07 00:00:00","2026-03-11 00:00:00","2393","Cliente informado"
"429","4884","3833","Ajuste de clutch y transmisión.","Finalizado","2026-03-05 00:00:00","2026-03-05 00:00:00","2538","Entregado"
"430","4072","4080","Diagnóstico de falla de encendido.","Finalizado","2026-03-29 00:00:00","2026-04-02 00:00:00","150","Cliente informado"
"431","4127","3408","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-02 00:00:00","2026-02-20 00:00:00","1172","Entregado"
"432","3570","2549","Cambio de aceite y filtro.","Finalizado","2026-03-24 00:00:00","2026-03-25 00:00:00","2114","Cliente informado"
"433","4980","2673","Diagnóstico de falla de encendido.","Finalizado","2026-02-28 00:00:00","2026-03-04 00:00:00","920","Entregado"
"434","2023","3306","Ajuste y limpieza de carburador.","Finalizado","2026-03-04 00:00:00","2026-03-05 00:00:00","4830","Cliente informado"
"435","10","4188","Ajuste de clutch y transmisión.","Finalizado","2026-03-22 00:00:00","2026-03-26 00:00:00","2572","Entregado"
"436","3814","826","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-13 00:00:00","2026-03-14 00:00:00","3477","Cliente informado"
"437","1874","4946","Ajuste y limpieza de carburador.","Finalizado","2026-03-20 00:00:00","2026-03-23 00:00:00","2766","Entregado"
"438","1344","1765","Reparación de suspensión delantera.","Finalizado","2026-03-09 00:00:00","2026-03-13 00:00:00","4032","Cliente informado"
"439","3064","93","Ajuste y limpieza de carburador.","Finalizado","2026-03-07 00:00:00","2026-03-08 00:00:00","743","Entregado"
"440","4483","2879","Cambio de bujía y calibración.","Finalizado","2026-03-24 00:00:00","2026-03-25 00:00:00","150","Cliente informado"
"441","3697","3606","Ajuste de clutch y transmisión.","Finalizado","2026-03-12 00:00:00","2026-03-14 00:00:00","3429","Entregado"
"442","2106","2203","Reparación de frenos delanteros.","Finalizado","2026-03-19 00:00:00","2026-03-23 00:00:00","3517","Cliente informado"
"443","4409","5122","Alineación de ruedas y balanceo.","Finalizado","2026-03-24 00:00:00","2026-03-25 00:00:00","3525","Entregado"
"444","780","2223","Ajuste y limpieza de carburador.","Finalizado","2026-03-16 00:00:00","2026-03-18 00:00:00","3461","Cliente informado"
"445","1930","5186","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-16 00:00:00","2026-03-16 00:00:00","4468","Entregado"
"446","4873","2053","Reparación de suspensión delantera.","Finalizado","2026-03-22 00:00:00","2026-03-22 00:00:00","4221","Cliente informado"
"447","128","2835","Reparación de frenos delanteros.","Finalizado","2026-03-23 00:00:00","2026-03-25 00:00:00","3120","Entregado"
"448","4207","3151","Reparación de suspensión delantera.","Finalizado","2026-03-23 00:00:00","2026-03-13 00:00:00","1681","Cliente informado"
"449","4902","4493","Reparación de suspensión delantera.","Finalizado","2026-03-06 00:00:00","2026-03-10 00:00:00","150","Entregado"
"450","2183","2846","Cambio de aceite y filtro.","Finalizado","2026-03-07 00:00:00","2026-03-10 00:00:00","2280","Cliente informado"
"451","1401","2283","Reparación de suspensión delantera.","Finalizado","2026-03-13 00:00:00","2026-03-15 00:00:00","4890","Entregado"
"452","195","2633","Ajuste y limpieza de carburador.","Finalizado","2026-03-28 00:00:00","2026-04-01 00:00:00","2549","Cliente informado"
"453","935","3572","Alineación de ruedas y balanceo.","Finalizado","2026-03-15 00:00:00","2026-03-17 00:00:00","4372","Entregado"
"454","632","3003","Cambio de bujía y calibración.","Finalizado","2026-03-13 00:00:00","2026-03-14 00:00:00","150","Cliente informado"
"455","1444","3734","Reparación de suspensión delantera.","Finalizado","2026-03-14 00:00:00","2026-03-18 00:00:00","150","Entregado"
"456","3293","1184","Reparación de suspensión delantera.","Finalizado","2026-03-14 00:00:00","2026-03-15 00:00:00","5244","Cliente informado"
"457","576","765","Diagnóstico de falla de encendido.","Finalizado","2026-03-07 00:00:00","2026-03-07 00:00:00","1872","Entregado"
"458","4165","3769","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-14 00:00:00","2026-03-17 00:00:00","3502","Cliente informado"
"459","3066","3855","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-26 00:00:00","2026-03-29 00:00:00","5418","Entregado"
"460","1707","3637","Cambio de cadena y sprocket.","Finalizado","2026-03-08 00:00:00","2026-03-12 00:00:00","608","Cliente informado"
"461","4999","5160","Reparación de frenos delanteros.","Finalizado","2026-03-13 00:00:00","2026-03-03 00:00:00","5210","Entregado"
"462","3675","5149","Cambio de bujía y calibración.","Finalizado","2026-03-01 00:00:00","2026-03-04 00:00:00","3865","Cliente informado"
"463","2934","5128","Limpieza de sistema de inyección.","Finalizado","2026-03-04 00:00:00","2026-02-22 00:00:00","3370","Entregado"
"464","3416","621","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-26 00:00:00","2026-03-29 00:00:00","3069","Cliente informado"
"465","295","2179","Reparación de frenos delanteros.","En proceso","2026-03-25 00:00:00","2026-03-26 00:00:00","3666","Entregado"
"466","4729","2714","Cambio de cadena y sprocket.","Finalizado","2026-03-08 00:00:00","2026-03-10 00:00:00","2356","Cliente informado"
"467","4516","1341","Alineación de ruedas y balanceo.","Finalizado","2026-03-27 00:00:00","2026-03-31 00:00:00","4650","Entregado"
"468","3282","925","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-19 00:00:00","2026-03-19 00:00:00","3482","Cliente informado"
"469","1219","1710","Cambio de bujía y calibración.","Finalizado","2026-03-08 00:00:00","2026-03-09 00:00:00","953","Entregado"
"470","1401","3587","Cambio de bujía y calibración.","Finalizado","2026-03-24 00:00:00","2026-03-25 00:00:00","150","Cliente informado"
"471","1271","3663","Cambio de cadena y sprocket.","Finalizado","2026-03-08 00:00:00","2026-03-08 00:00:00","1321","Entregado"
"472","4582","310","Cambio de llanta trasera.","Finalizado","2026-03-20 00:00:00","2026-03-24 00:00:00","1528","Cliente informado"
"473","1412","1400","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-05 00:00:00","2026-03-07 00:00:00","150","Entregado"
"474","4623","3398","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-14 00:00:00","2026-03-04 00:00:00","5077","Cliente informado"
"475","2402","1284","Reemplazo de pastillas de freno.","Finalizado","2026-03-06 00:00:00","2026-03-09 00:00:00","1775","Entregado"
"476","383","4981","Soldadura de soporte y refuerzo de chasis.","Entregado","2026-03-23 00:00:00","2026-03-27 00:00:00","3234","Cliente informado"
"477","3543","4856","Ajuste y limpieza de carburador.","Finalizado","2026-03-27 00:00:00","2026-03-30 00:00:00","1717","Entregado"
"478","2675","2783","Cambio de aceite y filtro.","Finalizado","2026-03-18 00:00:00","2026-03-20 00:00:00","1273","Cliente informado"
"479","2797","1674","Cambio de llanta trasera.","Finalizado","2026-03-26 00:00:00","2026-03-27 00:00:00","3244","Entregado"
"480","4794","4493","Reparación de suspensión delantera.","Finalizado","2026-03-02 00:00:00","2026-03-06 00:00:00","4682","Cliente informado"
"481","4395","2737","Reparación de suspensión delantera.","Finalizado","2026-03-15 00:00:00","2026-03-17 00:00:00","150","Entregado"
"482","3366","3626","Ajuste y limpieza de carburador.","Finalizado","2026-03-09 00:00:00","2026-03-09 00:00:00","4132","Cliente informado"
"483","4450","715","Ajuste y limpieza de carburador.","Finalizado","2026-03-02 00:00:00","2026-03-03 00:00:00","3387","Entregado"
"484","2102","3884","Diagnóstico de falla de encendido.","Finalizado","2026-03-22 00:00:00","2026-03-22 00:00:00","2178","Cliente informado"
"485","1861","2878","Reparación de frenos delanteros.","Finalizado","2026-03-08 00:00:00","2026-03-08 00:00:00","3427","Entregado"
"486","144","2369","Diagnóstico de falla de encendido.","Finalizado","2026-03-21 00:00:00","2026-03-25 00:00:00","3944","Cliente informado"
"487","4305","521","Cambio de cadena y sprocket.","Finalizado","2026-03-28 00:00:00","2026-03-28 00:00:00","521","Entregado"
"488","3633","4118","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-26 00:00:00","2026-03-27 00:00:00","1792","Cliente informado"
"489","4047","3884","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-15 00:00:00","2026-03-17 00:00:00","4536","Entregado"
"490","2848","4660","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-22 00:00:00","2026-03-25 00:00:00","2784","Cliente informado"
"491","2931","1084","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-18 00:00:00","2026-03-20 00:00:00","4635","Entregado"
"492","2865","1384","Ajuste y limpieza de carburador.","Finalizado","2026-03-28 00:00:00","2026-03-28 00:00:00","891","Cliente informado"
"493","3908","4747","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-26 00:00:00","2026-03-27 00:00:00","3385","Entregado"
"494","2699","4387","Reparación de frenos delanteros.","Finalizado","2026-03-19 00:00:00","2026-03-22 00:00:00","3523","Cliente informado"
"495","4920","1858","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-06 00:00:00","2026-03-10 00:00:00","3654","Entregado"
"496","4393","2682","Cambio de cadena y sprocket.","Finalizado","2026-03-08 00:00:00","2026-03-09 00:00:00","5349","Cliente informado"
"497","2234","5148","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-10 00:00:00","2026-03-13 00:00:00","2259","Entregado"
"498","3200","4867","Cambio de llanta trasera.","Finalizado","2026-03-11 00:00:00","2026-03-15 00:00:00","2581","Cliente informado"
"499","3141","4954","Ajuste de clutch y transmisión.","Finalizado","2026-03-29 00:00:00","2026-03-31 00:00:00","3843","Entregado"
"500","3724","2393","Diagnóstico de falla de encendido.","Finalizado","2026-03-23 00:00:00","2026-03-23 00:00:00","150","Cliente informado"
"501","3167","656","Limpieza de sistema de inyección.","Finalizado","2026-03-29 00:00:00","2026-03-29 00:00:00","4962","Entregado"
"502","2449","1778","Cambio de cadena y sprocket.","Finalizado","2026-03-04 00:00:00","2026-02-22 00:00:00","683","Cliente informado"
"503","1087","2469","Reparación de suspensión delantera.","Finalizado","2026-03-12 00:00:00","2026-03-12 00:00:00","4566","Entregado"
"504","4824","2599","Reemplazo de pastillas de freno.","Finalizado","2026-03-20 00:00:00","2026-03-23 00:00:00","2898","Cliente informado"
"505","2792","791","Cambio de bujía y calibración.","Finalizado","2026-03-27 00:00:00","2026-03-28 00:00:00","903","Entregado"
"506","2661","786","Diagnóstico de falla de encendido.","En proceso","2026-03-07 00:00:00","2026-03-09 00:00:00","2228","Cliente informado"
"507","2144","4165","Cambio de aceite y filtro.","Finalizado","2026-03-08 00:00:00","2026-03-09 00:00:00","970","Entregado"
"508","167","5295","Cambio de bujía y calibración.","Finalizado","2026-02-28 00:00:00","2026-03-04 00:00:00","150","Cliente informado"
"509","1898","4483","Ajuste de clutch y transmisión.","Finalizado","2026-03-18 00:00:00","2026-03-22 00:00:00","4815","Entregado"
"510","136","3821","Diagnóstico de falla de encendido.","Finalizado","2026-03-15 00:00:00","2026-03-16 00:00:00","2144","Cliente informado"
"511","4073","3261","Cambio de cadena y sprocket.","Finalizado","2026-03-26 00:00:00","2026-03-28 00:00:00","2851","Entregado"
"512","3570","2827","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-17 00:00:00","2026-03-21 00:00:00","4353","Cliente informado"
"513","3909","2476","Cambio de bujía y calibración.","Finalizado","2026-02-28 00:00:00","2026-03-01 00:00:00","4154","Entregado"
"514","691","4693","Ajuste y limpieza de carburador.","Finalizado","2026-03-17 00:00:00","2026-03-21 00:00:00","4156","Cliente informado"
"515","345","3196","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-11 00:00:00","2026-03-01 00:00:00","2043","Entregado"
"516","1988","1627","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-29 00:00:00","2026-03-30 00:00:00","1481","Cliente informado"
"517","4471","257","Cambio de cadena y sprocket.","Finalizado","2026-03-15 00:00:00","2026-03-17 00:00:00","1867","Entregado"
"518","2651","1362","Ajuste y limpieza de carburador.","Finalizado","2026-03-14 00:00:00","2026-03-14 00:00:00","150","Cliente informado"
"519","1028","905","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-21 00:00:00","2026-03-23 00:00:00","2624","Entregado"
"520","1217","2603","Ajuste y limpieza de carburador.","Finalizado","2026-03-20 00:00:00","2026-03-22 00:00:00","4257","Cliente informado"
"521","1134","5242","Limpieza de sistema de inyección.","Entregado","2026-03-01 00:00:00","2026-03-04 00:00:00","3704","Entregado"
"522","924","2487","Diagnóstico de falla de encendido.","Finalizado","2026-03-29 00:00:00","2026-03-31 00:00:00","4606","Cliente informado"
"523","1256","3412","Revisión eléctrica y cambio de batería.","En proceso","2026-03-08 00:00:00","2026-03-10 00:00:00","3349","Entregado"
"524","1821","3999","Cambio de cadena y sprocket.","Finalizado","2026-03-01 00:00:00","2026-03-03 00:00:00","507","Cliente informado"
"525","2277","2131","Cambio de cadena y sprocket.","Entregado","2026-03-23 00:00:00","2026-03-26 00:00:00","4385","Entregado"
"526","3563","591","Reparación de suspensión delantera.","Finalizado","2026-03-24 00:00:00","2026-03-25 00:00:00","3180","Cliente informado"
"527","2787","2595","Reparación de frenos delanteros.","Finalizado","2026-03-27 00:00:00","2026-03-17 00:00:00","5484","Entregado"
"528","4257","2124","Limpieza de sistema de inyección.","Finalizado","2026-03-25 00:00:00","2026-03-15 00:00:00","3824","Cliente informado"
"529","584","3889","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-11 00:00:00","2026-03-15 00:00:00","4236","Entregado"
"530","1845","232","Reparación de frenos delanteros.","Finalizado","2026-03-22 00:00:00","2026-03-24 00:00:00","150","Cliente informado"
"531","387","2342","Cambio de bujía y calibración.","Finalizado","2026-03-14 00:00:00","2026-03-15 00:00:00","4093","Entregado"
"532","834","2118","Cambio de bujía y calibración.","Finalizado","2026-03-02 00:00:00","2026-02-20 00:00:00","614","Cliente informado"
"533","52","2054","Ajuste de clutch y transmisión.","En proceso","2026-02-28 00:00:00","2026-03-03 00:00:00","4138","Entregado"
"534","4209","3862","Cambio de cadena y sprocket.","Finalizado","2026-03-27 00:00:00","2026-03-27 00:00:00","1094","Cliente informado"
"535","1336","3821","Diagnóstico de falla de encendido.","Finalizado","2026-03-20 00:00:00","2026-03-24 00:00:00","736","Entregado"
"536","2045","5081","Cambio de llanta trasera.","Finalizado","2026-03-05 00:00:00","2026-03-06 00:00:00","150","Cliente informado"
"537","4148","591","Cambio de cadena y sprocket.","Finalizado","2026-03-18 00:00:00","2026-03-21 00:00:00","2561","Entregado"
"538","3166","4505","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-26 00:00:00","2026-03-30 00:00:00","3169","Cliente informado"
"539","800","3519","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-08 00:00:00","2026-03-10 00:00:00","2308","Entregado"
"540","1430","5059","Ajuste de clutch y transmisión.","Finalizado","2026-03-08 00:00:00","2026-03-12 00:00:00","4201","Cliente informado"
"541","3813","4236","Cambio de aceite y filtro.","Finalizado","2026-03-02 00:00:00","2026-02-20 00:00:00","4055","Entregado"
"542","3013","3251","Ajuste y limpieza de carburador.","Finalizado","2026-03-17 00:00:00","2026-03-21 00:00:00","5103","Cliente informado"
"543","4146","1331","Cambio de bujía y calibración.","Finalizado","2026-03-04 00:00:00","2026-03-06 00:00:00","150","Entregado"
"544","3163","2619","Alineación de ruedas y balanceo.","Finalizado","2026-03-28 00:00:00","2026-03-30 00:00:00","2729","Cliente informado"
"545","2301","2406","Ajuste de clutch y transmisión.","Finalizado","2026-03-13 00:00:00","2026-03-14 00:00:00","150","Entregado"
"546","1323","2386","Cambio de cadena y sprocket.","Entregado","2026-03-10 00:00:00","2026-03-12 00:00:00","4504","Cliente informado"
"547","3691","1487","Cambio de aceite y filtro.","Finalizado","2026-03-20 00:00:00","2026-03-20 00:00:00","4103","Entregado"
"548","3001","2769","Cambio de aceite y filtro.","Finalizado","2026-03-21 00:00:00","2026-03-23 00:00:00","4024","Cliente informado"
"549","2529","4751","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-01 00:00:00","2026-02-19 00:00:00","5014","Entregado"
"550","794","2564","Reemplazo de pastillas de freno.","Finalizado","2026-03-05 00:00:00","2026-03-06 00:00:00","1352","Cliente informado"
"551","2911","3616","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-01 00:00:00","2026-03-02 00:00:00","1660","Entregado"
"552","3635","4633","Cambio de bujía y calibración.","Finalizado","2026-03-01 00:00:00","2026-03-04 00:00:00","2528","Cliente informado"
"553","900","3754","Cambio de cadena y sprocket.","Finalizado","2026-03-06 00:00:00","2026-03-07 00:00:00","3523","Entregado"
"554","1632","2973","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-15 00:00:00","2026-03-17 00:00:00","5346","Cliente informado"
"555","2120","2144","Limpieza de sistema de inyección.","Finalizado","2026-03-25 00:00:00","2026-03-26 00:00:00","5374","Entregado"
"556","4645","1560","Cambio de llanta trasera.","Finalizado","2026-03-15 00:00:00","2026-03-16 00:00:00","4688","Cliente informado"
"557","1007","3991","Diagnóstico de falla de encendido.","Finalizado","2026-03-11 00:00:00","2026-03-14 00:00:00","1982","Entregado"
"558","4388","595","Limpieza de sistema de inyección.","En proceso","2026-03-02 00:00:00","2026-03-05 00:00:00","556","Cliente informado"
"559","4838","2954","Alineación de ruedas y balanceo.","Finalizado","2026-03-02 00:00:00","2026-03-05 00:00:00","1647","Entregado"
"560","3517","3276","Diagnóstico de falla de encendido.","Finalizado","2026-03-01 00:00:00","2026-03-02 00:00:00","4836","Cliente informado"
"561","3977","4270","Cambio de aceite y filtro.","Finalizado","2026-03-19 00:00:00","2026-03-20 00:00:00","823","Entregado"
"562","4317","5047","Ajuste y limpieza de carburador.","Finalizado","2026-03-17 00:00:00","2026-03-18 00:00:00","2304","Cliente informado"
"563","1006","4633","Ajuste y limpieza de carburador.","Finalizado","2026-03-12 00:00:00","2026-03-15 00:00:00","714","Entregado"
"564","466","331","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-10 00:00:00","2026-03-10 00:00:00","2277","Cliente informado"
"565","3473","214","Limpieza de sistema de inyección.","Finalizado","2026-03-16 00:00:00","2026-03-06 00:00:00","3677","Entregado"
"566","4261","4486","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-07 00:00:00","2026-03-11 00:00:00","806","Cliente informado"
"567","2769","2169","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-11 00:00:00","2026-03-15 00:00:00","3850","Entregado"
"568","225","4981","Diagnóstico de falla de encendido.","Finalizado","2026-03-03 00:00:00","2026-02-21 00:00:00","917","Cliente informado"
"569","4158","3606","Cambio de aceite y filtro.","Finalizado","2026-03-02 00:00:00","2026-03-04 00:00:00","4214","Entregado"
"570","1861","2879","Ajuste de clutch y transmisión.","Entregado","2026-03-27 00:00:00","2026-03-30 00:00:00","4405","Cliente informado"
"571","534","2037","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-28 00:00:00","2026-03-28 00:00:00","1133","Entregado"
"572","1856","3063","Reparación de suspensión delantera.","Finalizado","2026-03-01 00:00:00","2026-03-03 00:00:00","3223","Cliente informado"
"573","2697","2328","Diagnóstico de falla de encendido.","Finalizado","2026-03-25 00:00:00","2026-03-25 00:00:00","3089","Entregado"
"574","4633","1876","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-23 00:00:00","2026-03-24 00:00:00","5422","Cliente informado"
"575","3401","257","Alineación de ruedas y balanceo.","Finalizado","2026-03-14 00:00:00","2026-03-18 00:00:00","150","Entregado"
"576","753","2384","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-22 00:00:00","2026-03-22 00:00:00","3582","Cliente informado"
"577","3434","220","Cambio de aceite y filtro.","Finalizado","2026-03-27 00:00:00","2026-03-31 00:00:00","4960","Entregado"
"578","4991","635","Cambio de cadena y sprocket.","Finalizado","2026-03-03 00:00:00","2026-03-06 00:00:00","4186","Cliente informado"
"579","658","4306","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-13 00:00:00","2026-03-17 00:00:00","5038","Entregado"
"580","4732","1036","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-13 00:00:00","2026-03-14 00:00:00","626","Cliente informado"
"581","814","325","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-17 00:00:00","2026-03-20 00:00:00","2325","Entregado"
"582","1148","1056","Reemplazo de pastillas de freno.","Finalizado","2026-03-25 00:00:00","2026-03-28 00:00:00","4827","Cliente informado"
"583","4920","305","Ajuste de clutch y transmisión.","Finalizado","2026-03-14 00:00:00","2026-03-17 00:00:00","3994","Entregado"
"584","1112","1234","Cambio de aceite y filtro.","Finalizado","2026-03-15 00:00:00","2026-03-17 00:00:00","2620","Cliente informado"
"585","160","5177","Soldadura de soporte y refuerzo de chasis.","En proceso","2026-03-18 00:00:00","2026-03-18 00:00:00","3610","Entregado"
"586","4973","621","Mantenimiento general y ajuste de motor.","Entregado","2026-03-19 00:00:00","2026-03-23 00:00:00","2847","Cliente informado"
"587","4301","1700","Reparación de frenos delanteros.","Finalizado","2026-03-25 00:00:00","2026-03-27 00:00:00","597","Entregado"
"588","88","4866","Cambio de bujía y calibración.","Finalizado","2026-03-01 00:00:00","2026-03-02 00:00:00","745","Cliente informado"
"589","2696","773","Reparación de frenos delanteros.","Finalizado","2026-03-19 00:00:00","2026-03-22 00:00:00","4912","Entregado"
"590","3657","4196","Cambio de bujía y calibración.","Finalizado","2026-03-14 00:00:00","2026-03-17 00:00:00","908","Cliente informado"
"591","1756","1635","Ajuste y limpieza de carburador.","Finalizado","2026-03-14 00:00:00","2026-03-17 00:00:00","3764","Entregado"
"592","3282","4548","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-24 00:00:00","2026-03-14 00:00:00","1779","Cliente informado"
"593","2353","2595","Reemplazo de pastillas de freno.","Finalizado","2026-03-10 00:00:00","2026-03-11 00:00:00","4866","Entregado"
"594","3284","2324","Diagnóstico de falla de encendido.","Finalizado","2026-03-16 00:00:00","2026-03-17 00:00:00","3282","Cliente informado"
"595","4626","200","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-17 00:00:00","2026-03-07 00:00:00","4453","Entregado"
"596","567","904","Ajuste de clutch y transmisión.","Finalizado","2026-03-11 00:00:00","2026-03-15 00:00:00","3569","Cliente informado"
"597","4674","4810","Alineación de ruedas y balanceo.","Finalizado","2026-03-12 00:00:00","2026-03-02 00:00:00","3728","Entregado"
"598","2407","1791","Reparación de suspensión delantera.","Finalizado","2026-03-14 00:00:00","2026-03-17 00:00:00","1948","Cliente informado"
"599","3243","3177","Limpieza de sistema de inyección.","Finalizado","2026-03-11 00:00:00","2026-03-12 00:00:00","3902","Entregado"
"600","222","408","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-01 00:00:00","2026-03-05 00:00:00","150","Cliente informado"
"601","3389","4365","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-07 00:00:00","2026-03-09 00:00:00","1985","Entregado"
"602","15","3767","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-20 00:00:00","2026-03-22 00:00:00","1610","Cliente informado"
"603","3769","2366","Reparación de frenos delanteros.","Finalizado","2026-03-24 00:00:00","2026-03-25 00:00:00","3841","Entregado"
"604","2224","1264","Ajuste de clutch y transmisión.","Finalizado","2026-03-23 00:00:00","2026-03-26 00:00:00","729","Cliente informado"
"605","4991","3490","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-12 00:00:00","2026-03-16 00:00:00","5245","Entregado"
"606","3640","1909","Reemplazo de pastillas de freno.","Finalizado","2026-03-08 00:00:00","2026-03-08 00:00:00","4216","Cliente informado"
"607","1754","4107","Reemplazo de pastillas de freno.","Finalizado","2026-03-03 00:00:00","2026-03-07 00:00:00","3489","Entregado"
"608","1371","1253","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-24 00:00:00","2026-03-25 00:00:00","4635","Cliente informado"
"609","282","1951","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-25 00:00:00","2026-03-15 00:00:00","2905","Entregado"
"610","1341","1408","Alineación de ruedas y balanceo.","Finalizado","2026-03-18 00:00:00","2026-03-08 00:00:00","3052","Cliente informado"
"611","3652","4244","Cambio de aceite y filtro.","Finalizado","2026-03-02 00:00:00","2026-03-02 00:00:00","4003","Entregado"
"612","1492","1627","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-10 00:00:00","2026-03-13 00:00:00","3942","Cliente informado"
"613","1681","1471","Limpieza de sistema de inyección.","Finalizado","2026-03-26 00:00:00","2026-03-26 00:00:00","4922","Entregado"
"614","4911","2328","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-27 00:00:00","2026-03-28 00:00:00","3337","Cliente informado"
"615","2257","3895","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-15 00:00:00","2026-03-19 00:00:00","858","Entregado"
"616","2659","4236","Reemplazo de pastillas de freno.","Finalizado","2026-03-28 00:00:00","2026-04-01 00:00:00","4061","Cliente informado"
"617","4907","3096","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-20 00:00:00","2026-03-20 00:00:00","3017","Entregado"
"618","838","3395","Alineación de ruedas y balanceo.","Finalizado","2026-03-16 00:00:00","2026-03-17 00:00:00","2105","Cliente informado"
"619","1616","1055","Reemplazo de pastillas de freno.","Finalizado","2026-03-18 00:00:00","2026-03-19 00:00:00","3474","Entregado"
"620","2498","925","Cambio de bujía y calibración.","Finalizado","2026-03-05 00:00:00","2026-03-05 00:00:00","1156","Cliente informado"
"621","2004","936","Ajuste de clutch y transmisión.","Finalizado","2026-03-14 00:00:00","2026-03-14 00:00:00","3141","Entregado"
"622","3352","47","Limpieza de sistema de inyección.","Finalizado","2026-03-05 00:00:00","2026-03-05 00:00:00","826","Cliente informado"
"623","3850","1068","Reemplazo de pastillas de freno.","Finalizado","2026-03-08 00:00:00","2026-03-12 00:00:00","150","Entregado"
"624","575","5077","Reparación de frenos delanteros.","Finalizado","2026-03-22 00:00:00","2026-03-22 00:00:00","2657","Cliente informado"
"625","2496","180","Cambio de cadena y sprocket.","En proceso","2026-03-07 00:00:00","2026-03-07 00:00:00","1600","Entregado"
"626","4160","110","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-22 00:00:00","2026-03-22 00:00:00","3511","Cliente informado"
"627","4545","405","Reemplazo de pastillas de freno.","Finalizado","2026-02-28 00:00:00","2026-02-28 00:00:00","2524","Entregado"
"628","3035","4531","Limpieza de sistema de inyección.","Entregado","2026-03-18 00:00:00","2026-03-18 00:00:00","1447","Cliente informado"
"629","893","2689","Ajuste y limpieza de carburador.","Finalizado","2026-03-02 00:00:00","2026-02-20 00:00:00","5489","Entregado"
"630","2852","2827","Alineación de ruedas y balanceo.","Finalizado","2026-03-15 00:00:00","2026-03-17 00:00:00","1054","Cliente informado"
