IdReparacion,IdMoto,IdUsuario,Descripcion,Estado,FechaInicio,FechaFin,Total,Fase
3025,696,537,optimización del sistema fallo eléctrico y alternador según solicitud del cliente.,Finalizado,2026-03-27 00:00:00,2026-03-28 00:00:00,3790,Cliente informado
3026,1169,708,instalación y calibración de revisión y filtro de aceite por falla detectada.,Finalizado,2026-03-14 00:00:00,2026-03-18 00:00:00,4319,Entregado
3027,1008,1828,instalación y calibración de turbo y chip según solicitud del cliente.,Finalizado,2026-03-07 00:00:00,2026-03-09 00:00:00,1120,Entregado
3028,2852,4691,mantenimiento preventivo en problema y revisión general para mejorar rendimiento.,Finalizado,2026-03-03 00:00:00,2026-03-05 00:00:00,1973,Cliente informado
3029,801,4236,servicio integral para fallo eléctrico y cableado por falla detectada.,Finalizado,2026-03-19 00:00:00,2026-03-20 00:00:00,744,Entregado
3030,4455,3528,instalación y calibración de filtro de aceite y lubricacion con pruebas posteriores.,Finalizado,2026-03-20 00:00:00,2026-03-20 00:00:00,900,Cliente informado
3031,213,363,optimización del sistema motor de arranque y sensores y verificación completa.,Finalizado,2026-03-21 00:00:00,2026-03-21 00:00:00,4013,Entregado
3032,694,4346,diagnóstico y reparación de chequeo y evaluación con pruebas posteriores.,Finalizado,2026-03-26 00:00:00,2026-03-30 00:00:00,1529,Cliente informado
3033,231,1844,instalación y calibración de cambio de aceite y alineación debido a desgaste.,Finalizado,2026-03-18 00:00:00,2026-03-21 00:00:00,780,Cliente informado
3034,2481,2099,inspección avanzada de transmisión y eje con pruebas posteriores.,Finalizado,2026-03-07 00:00:00,2026-03-08 00:00:00,3281,Entregado
3035,892,4236,optimización del sistema diagnóstico y evaluación incluyendo ajuste final.,Finalizado,2026-03-04 00:00:00,2026-03-05 00:00:00,1048,Cliente informado
3036,756,3657,inspección avanzada de cromado y fibra de carbono por falla detectada.,Finalizado,2026-03-07 00:00:00,2026-03-09 00:00:00,5063,Cliente informado
3037,3988,2505,mantenimiento preventivo en suspensión deportiva y llantas deportivas según solicitud del cliente.,Finalizado,2026-02-28 00:00:00,2026-03-03 00:00:00,3505,Cliente informado
3038,4755,5309,corrección especializada de chasis y pistones incluyendo ajuste final.,Finalizado,2026-02-28 00:00:00,2026-02-18 00:00:00,5364,Cliente informado
3039,3066,3855,mantenimiento preventivo en filtro de aceite y revisión incluyendo ajuste final.,Finalizado,2026-03-26 00:00:00,2026-03-29 00:00:00,1481,Entregado
3040,4729,2714,ajuste técnico de caja de cambios y chasis para mejorar rendimiento.,Finalizado,2026-03-08 00:00:00,2026-03-10 00:00:00,2492,Cliente informado
3041,3366,3626,revisión completa de revisión general y evaluación para mejorar rendimiento.,Finalizado,2026-03-09 00:00:00,2026-03-09 00:00:00,6288,Cliente informado
3042,4165,3769,instalación y calibración de modificación y sonido para mejorar rendimiento.,Finalizado,2026-03-14 00:00:00,2026-03-17 00:00:00,1420,Cliente informado
3043,3839,3244,corrección especializada de performance y sonido para mejorar rendimiento.,Finalizado,2026-03-21 00:00:00,2026-03-25 00:00:00,6098,Cliente informado
3044,3102,4494,optimización del sistema audio y cambio color por falla detectada.,Finalizado,2026-03-27 00:00:00,2026-03-30 00:00:00,2673,Cliente informado
3045,580,1811,ajuste técnico de alternador y cableado con pruebas posteriores.,Finalizado,2026-03-16 00:00:00,2026-03-17 00:00:00,5632,Cliente informado
3046,3892,3405,diagnóstico y reparación de cambio de aceite y bujías debido a desgaste.,Finalizado,2026-03-16 00:00:00,2026-03-16 00:00:00,3092,Cliente informado
3047,4047,3884,inspección avanzada de filtro de aceite y revisión para mejorar rendimiento.,Finalizado,2026-03-15 00:00:00,2026-03-17 00:00:00,2645,Entregado
3048,2353,2595,ajuste técnico de motor de arranque y encendido por falla detectada.,Finalizado,2026-03-10 00:00:00,2026-03-11 00:00:00,5865,Entregado
3049,4959,637,corrección especializada de diagnóstico y escaneo con pruebas posteriores.,Finalizado,2026-03-09 00:00:00,2026-03-10 00:00:00,2841,Entregado
3050,4153,4138,corrección especializada de fallo eléctrico y fallo eléctrico y verificación completa.,Finalizado,2026-03-14 00:00:00,2026-03-16 00:00:00,6094,Entregado
3051,4538,1533,diagnóstico y reparación de árbol de levas y chasis con pruebas posteriores.,Finalizado,2026-03-08 00:00:00,2026-03-08 00:00:00,1099,Cliente informado
3052,4645,1560,corrección especializada de llantas deportivas y suspensión deportiva según solicitud del cliente.,Finalizado,2026-03-15 00:00:00,2026-03-16 00:00:00,1491,Cliente informado
3053,2225,1079,optimización del sistema test y revisión general para mejorar rendimiento.,Finalizado,2026-03-11 00:00:00,2026-03-01 00:00:00,6280,Entregado
3054,1220,1932,diagnóstico y reparación de motor y diferencial según solicitud del cliente.,Finalizado,2026-03-29 00:00:00,2026-03-30 00:00:00,4687,Cliente informado
3055,2499,4468,diagnóstico y reparación de sensores y alternador para mejorar rendimiento.,Finalizado,2026-03-23 00:00:00,2026-03-24 00:00:00,3395,Entregado
3056,4891,1912,instalación y calibración de caja de cambios y distribución incluyendo ajuste final.,En proceso,2026-03-12 00:00:00,2026-03-12 00:00:00,525,Entregado
3057,1806,4494,mantenimiento preventivo en motor de arranque y batería para mejorar rendimiento.,Finalizado,2026-03-01 00:00:00,2026-02-19 00:00:00,4159,Entregado
3058,1616,1055,optimización del sistema filtro de aire y revisión para mejorar rendimiento.,Finalizado,2026-03-18 00:00:00,2026-03-19 00:00:00,5202,Entregado
3059,2426,3477,ajuste técnico de alternador y centralita con pruebas posteriores.,Finalizado,2026-03-09 00:00:00,2026-03-11 00:00:00,4817,Entregado
3060,3394,1487,instalación y calibración de amortiguadores y embrague según solicitud del cliente.,Finalizado,2026-03-13 00:00:00,2026-03-03 00:00:00,5659,Cliente informado
3061,4708,3694,optimización del sistema personalización y llantas deportivas con pruebas posteriores.,Finalizado,2026-03-13 00:00:00,2026-03-16 00:00:00,607,Cliente informado
3062,1957,2129,revisión completa de reprogramación y turbo incluyendo ajuste final.,Finalizado,2026-03-23 00:00:00,2026-03-25 00:00:00,1281,Entregado
3063,3563,591,ajuste técnico de niveles y alineación según solicitud del cliente.,Finalizado,2026-03-24 00:00:00,2026-03-25 00:00:00,3753,Cliente informado
3064,4516,1341,servicio integral para biela y caja de cambios con pruebas posteriores.,Finalizado,2026-03-27 00:00:00,2026-03-31 00:00:00,4166,Entregado
3065,2589,5160,diagnóstico y reparación de sistema eléctrico y batería por falla detectada.,Finalizado,2026-03-03 00:00:00,2026-03-06 00:00:00,669,Entregado
3066,3349,3967,optimización del sistema pantalla y llantas deportivas con pruebas posteriores.,Finalizado,2026-03-15 00:00:00,2026-03-18 00:00:00,3310,Cliente informado
3067,2769,2169,diagnóstico y reparación de alerón y modificación por falla detectada.,Finalizado,2026-03-11 00:00:00,2026-03-15 00:00:00,3215,Entregado
3068,3031,3545,corrección especializada de chip y pintar carroceria y verificación completa.,Finalizado,2026-03-15 00:00:00,2026-03-05 00:00:00,5781,Cliente informado
3069,2968,936,mantenimiento preventivo en ruido y chequeo según solicitud del cliente.,Finalizado,2026-03-12 00:00:00,2026-03-13 00:00:00,711,Entregado
3070,4824,2599,revisión completa de falla y falla según solicitud del cliente.,Finalizado,2026-03-20 00:00:00,2026-03-23 00:00:00,2013,Cliente informado
3071,2016,4735,optimización del sistema pistones y eje según solicitud del cliente.,Finalizado,2026-03-04 00:00:00,2026-03-04 00:00:00,5784,Entregado
3072,4072,4080,diagnóstico y reparación de niveles y chequeo por falla detectada.,Finalizado,2026-03-29 00:00:00,2026-04-02 00:00:00,2814,Cliente informado
3073,4806,3666,servicio integral para niveles y chequeo y verificación completa.,Finalizado,2026-03-07 00:00:00,2026-03-08 00:00:00,5976,Entregado
3074,2968,936,inspección avanzada de ruido y evaluación debido a desgaste.,Finalizado,2026-03-12 00:00:00,2026-03-13 00:00:00,6191,Entregado
3075,5,55,optimización del sistema cambio color y polarizado incluyendo ajuste final.,Finalizado,2026-03-11 00:00:00,2026-03-14 00:00:00,2802,Entregado
3076,3419,3398,instalación y calibración de bomba de agua y carrocería y verificación completa.,Finalizado,2026-03-27 00:00:00,2026-03-27 00:00:00,3187,Entregado
3077,1920,4634,diagnóstico y reparación de amortiguadores y diferencial incluyendo ajuste final.,Finalizado,2026-03-10 00:00:00,2026-03-14 00:00:00,4362,Entregado
3078,1524,940,diagnóstico y reparación de cambio de aceite y revisión por falla detectada.,Finalizado,2026-03-02 00:00:00,2026-03-03 00:00:00,735,Cliente informado
3079,4782,1361,corrección especializada de turbo y sensores de estacionamiento incluyendo ajuste final.,Finalizado,2026-03-05 00:00:00,2026-03-06 00:00:00,3661,Entregado
3080,3651,15,instalación y calibración de problema y ruido debido a desgaste.,Finalizado,2026-03-07 00:00:00,2026-03-08 00:00:00,5546,Cliente informado
3081,2516,4849,ajuste técnico de cambio color y estético debido a desgaste.,Finalizado,2026-03-05 00:00:00,2026-03-05 00:00:00,4647,Entregado
3082,299,58,corrección especializada de escape deportivo y turbo y verificación completa.,Finalizado,2026-03-03 00:00:00,2026-03-05 00:00:00,4772,Entregado
3083,332,2405,mantenimiento preventivo en dirección y distribución con pruebas posteriores.,Finalizado,2026-03-14 00:00:00,2026-03-16 00:00:00,2352,Cliente informado
3084,2045,5081,optimización del sistema sistema eléctrico y centralita por falla detectada.,Finalizado,2026-03-05 00:00:00,2026-03-06 00:00:00,6054,Cliente informado
3085,4808,2204,mantenimiento preventivo en chequeo y filtro de aire por falla detectada.,Finalizado,2026-03-04 00:00:00,2026-03-07 00:00:00,5670,Entregado
3086,3275,788,mantenimiento preventivo en biela y embrague y verificación completa.,Finalizado,2026-03-06 00:00:00,2026-03-10 00:00:00,5723,Cliente informado
3087,3476,2810,instalación y calibración de caja de cambios y dirección debido a desgaste.,En proceso,2026-03-12 00:00:00,2026-03-13 00:00:00,2015,Cliente informado
3088,4944,2595,servicio integral para carrocería y frenos para mejorar rendimiento.,Finalizado,2026-03-03 00:00:00,2026-03-07 00:00:00,6419,Cliente informado
3089,900,3754,servicio integral para transmisión y eje y verificación completa.,Finalizado,2026-03-06 00:00:00,2026-03-07 00:00:00,1329,Entregado
3090,4697,4363,ajuste técnico de vinilado y fibra de carbono debido a desgaste.,Finalizado,2026-03-13 00:00:00,2026-03-13 00:00:00,2084,Entregado
3091,1222,2008,servicio integral para escape deportivo y pintar carroceria debido a desgaste.,Entregado,2026-03-17 00:00:00,2026-03-20 00:00:00,5306,Entregado
3092,753,2384,ajuste técnico de diferencial y distribución incluyendo ajuste final.,Finalizado,2026-03-22 00:00:00,2026-03-22 00:00:00,999,Cliente informado
3093,2553,1018,instalación y calibración de filtro de aceite y bujías incluyendo ajuste final.,Finalizado,2026-03-04 00:00:00,2026-03-08 00:00:00,4841,Cliente informado
3094,2497,130,instalación y calibración de ruido y diagnóstico debido a desgaste.,Finalizado,2026-02-28 00:00:00,2026-03-01 00:00:00,4263,Cliente informado
3095,3278,2437,corrección especializada de chequeo y inspección y verificación completa.,Finalizado,2026-03-03 00:00:00,2026-03-03 00:00:00,2448,Cliente informado
3096,325,1695,mantenimiento preventivo en chequeo y cambio de aceite debido a desgaste.,Finalizado,2026-03-09 00:00:00,2026-02-27 00:00:00,6461,Entregado
3097,182,134,mantenimiento preventivo en cambio de aceite y bujías debido a desgaste.,Finalizado,2026-03-15 00:00:00,2026-03-19 00:00:00,3465,Entregado
3098,1341,1408,mantenimiento preventivo en alineación y bujías incluyendo ajuste final.,Finalizado,2026-03-18 00:00:00,2026-03-08 00:00:00,1965,Cliente informado
3099,2396,3570,optimización del sistema alternador y sistema eléctrico para mejorar rendimiento.,Finalizado,2026-03-10 00:00:00,2026-03-12 00:00:00,3758,Entregado
3100,3463,4494,inspección avanzada de chequeo y cambio de aceite para mejorar rendimiento.,Finalizado,2026-03-24 00:00:00,2026-03-28 00:00:00,5400,Entregado
3101,88,4866,inspección avanzada de encendido y cableado y verificación completa.,Finalizado,2026-03-01 00:00:00,2026-03-02 00:00:00,1818,Cliente informado
3102,2226,1021,optimización del sistema motor y caja de cambios para mejorar rendimiento.,Finalizado,2026-03-25 00:00:00,2026-03-25 00:00:00,6142,Entregado
3103,2066,5162,servicio integral para lubricacion y niveles según solicitud del cliente.,Finalizado,2026-03-25 00:00:00,2026-03-28 00:00:00,1292,Cliente informado
3104,4047,3884,inspección avanzada de carrocería y pistones con pruebas posteriores.,Finalizado,2026-03-15 00:00:00,2026-03-17 00:00:00,2216,Entregado
3105,3847,4307,instalación y calibración de performance y polarizado con pruebas posteriores.,Finalizado,2026-03-27 00:00:00,2026-03-31 00:00:00,1288,Entregado
3106,10,4188,servicio integral para inspección y problema con pruebas posteriores.,Finalizado,2026-03-22 00:00:00,2026-03-26 00:00:00,4757,Entregado
3107,1346,4052,mantenimiento preventivo en falla y problema incluyendo ajuste final.,Finalizado,2026-03-27 00:00:00,2026-03-30 00:00:00,3399,Cliente informado
3108,1018,37,instalación y calibración de revisión y chequeo según solicitud del cliente.,Finalizado,2026-03-29 00:00:00,2026-03-31 00:00:00,2142,Cliente informado
3109,295,2386,diagnóstico y reparación de chequeo y chequeo para mejorar rendimiento.,Finalizado,2026-03-01 00:00:00,2026-03-03 00:00:00,4286,Entregado
3110,3304,1765,inspección avanzada de motor de arranque y centralita debido a desgaste.,Finalizado,2026-03-24 00:00:00,2026-03-24 00:00:00,6432,Cliente informado
3111,2700,4017,ajuste técnico de turbo y cromado para mejorar rendimiento.,Finalizado,2026-03-25 00:00:00,2026-03-27 00:00:00,4739,Entregado
3112,1238,3159,ajuste técnico de niveles y filtro de aire según solicitud del cliente.,En proceso,2026-03-20 00:00:00,2026-03-21 00:00:00,2349,Entregado
3113,3759,2943,servicio integral para motor de arranque y sensores según solicitud del cliente.,Finalizado,2026-03-27 00:00:00,2026-03-31 00:00:00,5649,Cliente informado
3114,285,420,instalación y calibración de revisión y balanceo para mejorar rendimiento.,Finalizado,2026-03-24 00:00:00,2026-03-24 00:00:00,6154,Entregado
3115,1098,459,revisión completa de filtro de aire y filtro de aire incluyendo ajuste final.,Finalizado,2026-03-03 00:00:00,2026-03-06 00:00:00,2383,Cliente informado
3116,2121,4930,corrección especializada de chequeo y bujías por falla detectada.,Finalizado,2026-03-05 00:00:00,2026-03-06 00:00:00,1371,Entregado
3117,1610,3118,mantenimiento preventivo en transmisión y diferencial según solicitud del cliente.,Finalizado,2026-03-16 00:00:00,2026-03-06 00:00:00,1103,Entregado
3118,3352,47,instalación y calibración de filtro de aire y bujías para mejorar rendimiento.,Finalizado,2026-03-05 00:00:00,2026-03-05 00:00:00,2365,Cliente informado
3119,691,4693,servicio integral para reprogramación y fibra de carbono para mejorar rendimiento.,Finalizado,2026-03-17 00:00:00,2026-03-21 00:00:00,4672,Cliente informado
3120,4090,4645,corrección especializada de estético y suspensión deportiva para mejorar rendimiento.,Finalizado,2026-03-07 00:00:00,2026-03-11 00:00:00,4103,Cliente informado
3121,1616,1055,inspección avanzada de fallo eléctrico y fallo eléctrico por falla detectada.,Finalizado,2026-03-18 00:00:00,2026-03-19 00:00:00,2116,Entregado
3122,2533,2190,optimización del sistema chequeo y problema incluyendo ajuste final.,Finalizado,2026-03-25 00:00:00,2026-03-29 00:00:00,5620,Entregado
3123,338,940,diagnóstico y reparación de chequeo y cambio de aceite con pruebas posteriores.,Finalizado,2026-03-04 00:00:00,2026-03-06 00:00:00,884,Entregado
3124,4137,1039,servicio integral para evaluación y ruido por falla detectada.,Finalizado,2026-03-23 00:00:00,2026-03-25 00:00:00,1023,Cliente informado
3125,3510,3426,diagnóstico y reparación de biela y embrague incluyendo ajuste final.,Finalizado,2026-03-18 00:00:00,2026-03-19 00:00:00,4981,Cliente informado
3126,1112,2367,diagnóstico y reparación de biela y suspensión debido a desgaste.,Finalizado,2026-03-17 00:00:00,2026-03-19 00:00:00,4920,Entregado
3127,900,3754,mantenimiento preventivo en escaneo y inspección para mejorar rendimiento.,Finalizado,2026-03-06 00:00:00,2026-03-07 00:00:00,6426,Entregado
3128,3604,4644,instalación y calibración de embrague y diferencial por falla detectada.,Finalizado,2026-03-06 00:00:00,2026-03-07 00:00:00,3314,Cliente informado
3129,4271,233,inspección avanzada de bomba de agua y dirección y verificación completa.,Finalizado,2026-03-12 00:00:00,2026-03-14 00:00:00,5553,Cliente informado
3130,4073,3261,mantenimiento preventivo en chequeo y lubricacion y verificación completa.,Finalizado,2026-03-26 00:00:00,2026-03-28 00:00:00,4085,Entregado
3131,4938,1938,optimización del sistema dirección y chasis según solicitud del cliente.,Finalizado,2026-03-13 00:00:00,2026-03-16 00:00:00,3891,Cliente informado
3132,4907,3096,mantenimiento preventivo en cambio de aceite y balanceo según solicitud del cliente.,Finalizado,2026-03-20 00:00:00,2026-03-20 00:00:00,3516,Entregado
3133,485,1384,instalación y calibración de lubricacion y alineación con pruebas posteriores.,Finalizado,2026-03-26 00:00:00,2026-03-30 00:00:00,4594,Entregado
3134,1374,2616,ajuste técnico de motor de arranque y cableado y verificación completa.,Finalizado,2026-03-22 00:00:00,2026-03-23 00:00:00,5606,Cliente informado
3135,4161,5158,servicio integral para sensores y centralita incluyendo ajuste final.,Finalizado,2026-03-06 00:00:00,2026-03-06 00:00:00,4630,Cliente informado
3136,3317,708,instalación y calibración de inspección y falla con pruebas posteriores.,Finalizado,2026-03-21 00:00:00,2026-03-11 00:00:00,5764,Entregado
3137,4455,3528,revisión completa de tuning y frenos deportivos debido a desgaste.,Finalizado,2026-03-20 00:00:00,2026-03-20 00:00:00,3292,Cliente informado
3138,3762,611,mantenimiento preventivo en fallo eléctrico y batería con pruebas posteriores.,Finalizado,2026-03-13 00:00:00,2026-03-16 00:00:00,4384,Entregado
3139,225,4981,optimización del sistema chequeo y lubricacion según solicitud del cliente.,Finalizado,2026-03-03 00:00:00,2026-02-21 00:00:00,3345,Cliente informado
3140,338,982,optimización del sistema alternador y sistema eléctrico por falla detectada.,Finalizado,2026-03-28 00:00:00,2026-04-01 00:00:00,2781,Entregado
3141,1262,3424,optimización del sistema diagnóstico y revisión general para mejorar rendimiento.,Entregado,2026-03-23 00:00:00,2026-03-25 00:00:00,5686,Entregado
3142,3689,1710,corrección especializada de alineación y alineación con pruebas posteriores.,Finalizado,2026-03-13 00:00:00,2026-03-16 00:00:00,6031,Entregado
3143,4133,2149,instalación y calibración de encendido y encendido incluyendo ajuste final.,Finalizado,2026-03-21 00:00:00,2026-03-21 00:00:00,2543,Entregado
3144,3211,2692,instalación y calibración de culata y suspensión y verificación completa.,Finalizado,2026-03-05 00:00:00,2026-03-05 00:00:00,2414,Entregado
3145,4192,1891,servicio integral para pistones y carrocería debido a desgaste.,Finalizado,2026-03-19 00:00:00,2026-03-23 00:00:00,2718,Cliente informado
3146,3035,4531,ajuste técnico de motor de arranque y centralita incluyendo ajuste final.,Entregado,2026-03-18 00:00:00,2026-03-18 00:00:00,2977,Cliente informado
3147,2066,5162,ajuste técnico de transmisión y embrague con pruebas posteriores.,Finalizado,2026-03-25 00:00:00,2026-03-28 00:00:00,2320,Cliente informado
3148,788,2774,inspección avanzada de chequeo y evaluación incluyendo ajuste final.,Finalizado,2026-03-07 00:00:00,2026-03-09 00:00:00,3915,Cliente informado
3149,1573,5279,mantenimiento preventivo en filtro de aire y chequeo para mejorar rendimiento.,Finalizado,2026-03-11 00:00:00,2026-03-14 00:00:00,4111,Entregado
3150,1845,232,instalación y calibración de personalización y chip debido a desgaste.,Finalizado,2026-03-22 00:00:00,2026-03-24 00:00:00,5678,Cliente informado
3151,1401,1351,instalación y calibración de diagnóstico y chequeo debido a desgaste.,Finalizado,2026-03-28 00:00:00,2026-03-29 00:00:00,1514,Entregado
3152,1861,1289,diagnóstico y reparación de transmisión y culata con pruebas posteriores.,Finalizado,2026-03-25 00:00:00,2026-03-28 00:00:00,3274,Entregado
3153,136,3821,servicio integral para caja de cambios y culata por falla detectada.,Finalizado,2026-03-15 00:00:00,2026-03-16 00:00:00,2697,Cliente informado
3154,695,4490,instalación y calibración de sistema eléctrico y luces incluyendo ajuste final.,Finalizado,2026-03-17 00:00:00,2026-03-07 00:00:00,6096,Cliente informado
3155,3079,4340,revisión completa de niveles y alineación por falla detectada.,Finalizado,2026-03-26 00:00:00,2026-03-30 00:00:00,3927,Cliente informado
3156,2852,4691,instalación y calibración de ruido y ruido y verificación completa.,Finalizado,2026-03-03 00:00:00,2026-03-05 00:00:00,1919,Cliente informado
3157,3839,3244,servicio integral para filtro de aceite y revisión según solicitud del cliente.,Finalizado,2026-03-21 00:00:00,2026-03-25 00:00:00,2973,Cliente informado
3158,1974,4930,corrección especializada de revisión general y ruido incluyendo ajuste final.,Finalizado,2026-03-08 00:00:00,2026-03-10 00:00:00,1551,Entregado
3159,4072,3642,ajuste técnico de fibra de carbono y turbo debido a desgaste.,Finalizado,2026-03-05 00:00:00,2026-03-05 00:00:00,3086,Cliente informado
3160,3849,4433,mantenimiento preventivo en motor de arranque y encendido incluyendo ajuste final.,Finalizado,2026-03-05 00:00:00,2026-03-05 00:00:00,3728,Entregado
3161,4375,3153,diagnóstico y reparación de audio y frenos deportivos según solicitud del cliente.,Finalizado,2026-02-28 00:00:00,2026-02-28 00:00:00,5038,Cliente informado
3162,1006,4633,revisión completa de cromado y velocidad con pruebas posteriores.,Finalizado,2026-03-12 00:00:00,2026-03-15 00:00:00,1343,Entregado
3163,788,2774,servicio integral para performance y audio para mejorar rendimiento.,Finalizado,2026-03-07 00:00:00,2026-03-09 00:00:00,2564,Cliente informado
3164,161,1051,servicio integral para polarizado y audio por falla detectada.,Finalizado,2026-03-28 00:00:00,2026-03-28 00:00:00,2499,Cliente informado
3165,3587,4379,diagnóstico y reparación de sistema eléctrico y encendido y verificación completa.,Finalizado,2026-03-05 00:00:00,2026-03-06 00:00:00,3126,Cliente informado
3166,3435,2139,corrección especializada de motor y eje debido a desgaste.,Finalizado,2026-03-03 00:00:00,2026-03-06 00:00:00,4960,Cliente informado
3167,2659,4236,diagnóstico y reparación de chequeo y bujías por falla detectada.,Finalizado,2026-03-28 00:00:00,2026-04-01 00:00:00,5511,Cliente informado
3168,2153,4349,corrección especializada de lubricacion y niveles incluyendo ajuste final.,Finalizado,2026-03-25 00:00:00,2026-03-28 00:00:00,4713,Cliente informado
3169,530,2169,ajuste técnico de sensores y cableado debido a desgaste.,Finalizado,2026-03-14 00:00:00,2026-03-15 00:00:00,822,Entregado
3170,1406,2443,instalación y calibración de luces y encendido debido a desgaste.,Finalizado,2026-03-14 00:00:00,2026-03-15 00:00:00,2307,Entregado
3171,3195,248,optimización del sistema batería y sistema eléctrico para mejorar rendimiento.,Entregado,2026-03-05 00:00:00,2026-03-09 00:00:00,2916,Cliente informado
3172,554,242,servicio integral para modificación y frenos deportivos para mejorar rendimiento.,Finalizado,2026-03-29 00:00:00,2026-04-02 00:00:00,4463,Entregado
3173,246,918,corrección especializada de alternador y sistema eléctrico con pruebas posteriores.,Finalizado,2026-03-05 00:00:00,2026-02-23 00:00:00,2020,Cliente informado
3174,3887,2663,ajuste técnico de lubricacion y alineación debido a desgaste.,En proceso,2026-03-13 00:00:00,2026-03-13 00:00:00,5771,Cliente informado
3175,4741,3736,corrección especializada de evaluación y ruido con pruebas posteriores.,Finalizado,2026-03-14 00:00:00,2026-03-17 00:00:00,4152,Entregado
3176,4421,3643,revisión completa de motor de arranque y sistema eléctrico y verificación completa.,Finalizado,2026-02-28 00:00:00,2026-03-04 00:00:00,4241,Cliente informado
3177,3275,788,ajuste técnico de motor y culata según solicitud del cliente.,Finalizado,2026-03-06 00:00:00,2026-03-10 00:00:00,4258,Cliente informado
3178,231,1844,ajuste técnico de dirección y chasis debido a desgaste.,Finalizado,2026-03-18 00:00:00,2026-03-21 00:00:00,3589,Cliente informado
3179,3828,3976,revisión completa de biela y eje según solicitud del cliente.,Finalizado,2026-03-08 00:00:00,2026-03-12 00:00:00,3853,Cliente informado
3180,4449,923,instalación y calibración de cigüeñal y cigüeñal con pruebas posteriores.,Finalizado,2026-03-21 00:00:00,2026-03-21 00:00:00,2815,Entregado
3181,1845,232,mantenimiento preventivo en test y evaluación por falla detectada.,Finalizado,2026-03-22 00:00:00,2026-03-24 00:00:00,4883,Cliente informado
3182,566,4348,revisión completa de diagnóstico y test con pruebas posteriores.,Finalizado,2026-03-10 00:00:00,2026-03-13 00:00:00,1806,Entregado
3183,2977,2733,instalación y calibración de balanceo y bujías y verificación completa.,Finalizado,2026-03-17 00:00:00,2026-03-21 00:00:00,1808,Entregado
3184,208,4349,diagnóstico y reparación de transmisión y caja de cambios para mejorar rendimiento.,Finalizado,2026-03-18 00:00:00,2026-03-21 00:00:00,1609,Entregado
3185,3988,2505,corrección especializada de carrocería y suspensión y verificación completa.,Finalizado,2026-02-28 00:00:00,2026-03-03 00:00:00,6015,Cliente informado
3186,4955,2445,inspección avanzada de filtro de aire y filtro de aceite según solicitud del cliente.,Entregado,2026-03-15 00:00:00,2026-03-15 00:00:00,4669,Cliente informado
3187,4610,3782,mantenimiento preventivo en cigüeñal y motor debido a desgaste.,Finalizado,2026-03-29 00:00:00,2026-04-02 00:00:00,2206,Entregado
3188,88,4866,corrección especializada de custom y estético con pruebas posteriores.,Finalizado,2026-03-01 00:00:00,2026-03-02 00:00:00,6118,Cliente informado
3189,1542,4580,diagnóstico y reparación de revisión general y chequeo con pruebas posteriores.,Finalizado,2026-03-18 00:00:00,2026-03-19 00:00:00,2839,Cliente informado
3190,758,570,servicio integral para evaluación y test por falla detectada.,Finalizado,2026-03-26 00:00:00,2026-03-27 00:00:00,580,Cliente informado
3191,3688,429,inspección avanzada de niveles y niveles por falla detectada.,Finalizado,2026-03-01 00:00:00,2026-03-04 00:00:00,950,Cliente informado
3192,4271,233,mantenimiento preventivo en cambio de aceite y bujías para mejorar rendimiento.,Finalizado,2026-03-12 00:00:00,2026-03-14 00:00:00,2943,Cliente informado
3193,3118,1347,corrección especializada de luces y motor de arranque con pruebas posteriores.,Finalizado,2026-03-12 00:00:00,2026-03-13 00:00:00,2534,Cliente informado
3194,2004,936,servicio integral para alineación y cambio de aceite debido a desgaste.,Finalizado,2026-03-14 00:00:00,2026-03-14 00:00:00,4059,Entregado
3195,1006,4570,diagnóstico y reparación de vinilado y calipers con pruebas posteriores.,Finalizado,2026-03-03 00:00:00,2026-03-07 00:00:00,2543,Cliente informado
3196,548,1857,diagnóstico y reparación de llantas deportivas y reprogramación y verificación completa.,Finalizado,2026-03-18 00:00:00,2026-03-19 00:00:00,2159,Entregado
3197,251,4162,inspección avanzada de diagnóstico y revisión general y verificación completa.,Finalizado,2026-03-08 00:00:00,2026-02-26 00:00:00,4575,Entregado
3198,1213,3594,optimización del sistema escaneo y ruido con pruebas posteriores.,Finalizado,2026-03-12 00:00:00,2026-03-02 00:00:00,5553,Cliente informado
3199,3167,656,instalación y calibración de cambio color y kit aerodinámico según solicitud del cliente.,Finalizado,2026-03-29 00:00:00,2026-03-29 00:00:00,2069,Entregado
3200,88,4866,inspección avanzada de falla y evaluación con pruebas posteriores.,Finalizado,2026-03-01 00:00:00,2026-03-02 00:00:00,5680,Cliente informado
3201,213,363,corrección especializada de modificación y modificación según solicitud del cliente.,Finalizado,2026-03-21 00:00:00,2026-03-21 00:00:00,2489,Entregado
3202,3156,4101,inspección avanzada de turbo y kit aerodinámico debido a desgaste.,Finalizado,2026-03-08 00:00:00,2026-03-12 00:00:00,5330,Entregado
3203,1911,4257,ajuste técnico de problema y chequeo para mejorar rendimiento.,Finalizado,2026-03-21 00:00:00,2026-03-11 00:00:00,3140,Entregado
3204,4880,2346,servicio integral para test y evaluación incluyendo ajuste final.,Finalizado,2026-03-22 00:00:00,2026-03-25 00:00:00,4863,Cliente informado
